Nom Ticket	date	heure	entreprise	adresse	Ville	code postal	telephone	siren	produits : quantité, prix unitaire, somme prix	nombre articles	total	paiement intermediaire : montant, moyen paiement, monnaie rendue	montant paye
966	2016-10-22		LE_RECIF_RESTAURANT						{'CHOCOLAT_=_R966': (2, 3.5, 7.0)}		7.0	{}	0
967			SSP_France_BONNE_JOURNEE	PLACE_PIERRE_SEMARD_GARE_17000_LA_ROCHELLE	LA_ROCHELLE	17000			{'1_Pavot_Jambon_Cru_R967': (1, 4.8, 4.8), 'TTL_Net_R967': (1, 4.36, 4.36), 'Reglement_R967': (1, 4.8, 4.8)}		4.8	{}	0
968	2016-09-27	13:23:08	Nature_&_Découvertes				05.46.55.10.60		{}		24.95	{'paiementintermediaire692': (24.95, 'CARTE BANCAIRE :', None)}	24.95
969	2015-12-28	16:29:00	Galeries_Lafayette	3700392420307_7396_SCRAPC	SCRAPC	7396	05.46.93.47.22		{}		24.9	{'paiementintermediaire693': (24.9, 'Carte Bancaire', None)}	24.9
958	2016-09-03		ECHANGEUR_33_A10						{}		9.5	{}	0
96	2017-01-24	19:15:49	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CAROT.RAPE/TABOULE_R96': (1, 1.95, 1.95), 'PET_1.25L_EAU_GAZ_R96': (1, 0.57, 0.57)}	2	2.52	{'paiementintermediaire690': (2.52, 'CB EMV SANS CONTACT EUR', None)}	2.52
960	2016-10-01	17:03:00	d’information_sur_www.casashops.com_casa_casa				05.46.74.96.35		{'570941_ANIMAL_COUSSIN_43X45_3ASS_R960': (1, 9.99, 9.99)}		9.99	{'paiementintermediaire691': (9.99, 'CARTE BLEUE', None)}	9.99
961	2016-08-26		GEMO	GEMO_05621_17138_PUILBOREAU	PUILBOREAU	17138			{'A_20.00_24.99_R961': (1, 5.0, 5.0)}		29.99	{}	0
964	2016-04-03		SNCF_Les_mentions_légales_portées_au_verso_de						{'Transport/Prestation_:_R964': (1, 29.2, 29.2)}		29.2	{}	0
97	2017-01-24	19:16:00	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'EAU_CRISTALINE_R97': (1, 0.5, 0.5), 'TRIPLE_CLUB_POULET_R97': (1, 2.04, 2.04)}	2	2.54	{'paiementintermediaire694': (2.54, 'CB EMV SANS CONTACT EUR', None)}	2.54
976			MADE_ILE	Avenue_du_port_17480_Le_Chateau	Le_Chateau	17480	05_46_47_19_21		{'Qte_1x29_R976': (1, 29.0, 29.0)}		29.0	{'paiementintermediaire697': (29.0, 'CARTE BANCAIRE (22/03/2016)', None)}	29.0
977	2016-10-15	10:12:09	Boulangerie_-_Patisserie_-_Salon_de_Thé_Les_Blés_d_Or				05_46.44.63.00		{'20_BAGUETTE_R977': (1, 19.0, 19.0)}		19.0	{}	0
978	2016-05-28	19:21:07	La_Grande				01_45_43_22_22		{}		14.95	{'paiementintermediaire698': (14.95, 'Carte bancaire Euro :', None)}	14.95
979	2016-12-16	18:21:00	16/12/2016_18:21_FRA_8291_4						{}		6.7	{'paiementintermediaire699': (6.7, 'Carte de Crédit EUR', None)}	6.7
98	2017-01-23	16:51:22	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CLEMENTINES_1KG_R98': (1, 2.3, 2.3)}	1	2.3	{'paiementintermediaire700': (2.3, 'CB EMV SANS CONTACT EUR', None)}	2.3
981	2015-12-26		SARL_LAGARDE_PANTOUFLES_CHARENTAISES	26-12_2015_CR-N	CR-N	2015			{}			{}	0
970	2016-05-31	18:54:04	BON_COMMMANDE_-_Sur_Place_-						{'1_Menu_Classic_8.25_R970': (1, 8.25, 8.25)}		8.25	{}	0
971	2016-10-29	12:16:00	K_e_o_l_?_s	64_Rue_Pierre_Louguet_45800_SI_Jean_de_Braye	SI_Jean_de_Braye	45800		537978603	{'10,00_1.36_EUR_R971': (1, 0.14, 0.14)}		1.5	{}	0
972	2016-05-26	12:44:43	Restaurant_McDonald’s	Rue_de_la_Scierie_17000_LA_ROCHELLE	LA_ROCHELLE	17000		415036573	{'1_MX_GrilledCheese_9.50_R972': (1, 9.5, 9.5)}		9.5	{}	0
973	2016-02-20	16:35:00	espace_culturel	st_georges_17100_SAINTES	SAINTES	17100	05.46.93.84.88		{'VIE_DE_MERDE_LE_MARIAGE_R973': (1, 9.92, 9.92)}		9.92	{'paiementintermediaire695': (9.92, 'CB', None)}	9.92
974	2016-06-04	20:13:00	MONOPRIX_service_clients						{'PIM’S_FRAMBOISE_LU_R974': (1, 1.4, 1.4), '1L_VITTEL_R974': (1, 0.48, 0.48)}		1.88	{'paiementintermediaire696': (1.88, ' Carte Bancaire', None)}	1.88
975	2016-04-06	20:13:29	Restaurant_McDonald’s	Rue_de_la_Scierie_17000_LA_ROCHELLE	LA_ROCHELLE	17000		415036573	{'1_MxBO_Roy.Deluxe_7.70_R975': (1, 7.7, 7.7)}		7.7	{}	0
982	2016-12-29	12:09:00	JAUNE_POUSSIN	33_RUE_WILSON_24000_PERIGUEUX	PERIGUEUX	24000	05_53_06_90_70	423036169	{'FORMULE_R982': (1, 11.1, 11.1), 'TAXABLE_1_R982': (1, 10.09, 10.09)}		11.1	{'paiementintermediaire701': (11.1, 'CARTE BLEUE', None)}	11.1
988	2016-12-17		GIE_FERME_DE_LA_VARENNE	RUE_PASTEUR_ZAC_DE_LA_VARENNE_17430_TONNAY_CHARENTE	TONNAY_CHARENTE	17430			{'0.515kg*2.50/kg_R988': (1, 1.29, 1.29), '0.165kg*2.50/kg_R988': (1, 0.41, 0.41), '0.875kg*6.50/kg_R988': (1, 5.69, 5.69), '0.570kg*2.30/kg_R988': (1, 1.31, 1.31), 'Net_0.710kg*1.10/kg_R988': (1, 0.78, 0.78), '0.685kg*1.75/kg_R988': (1, 1.2, 1.2), 'Net_2.200kg*1.35/kg_R988': (1, 2.97, 2.97), '0.275kg*18.00/kg_R988': (1, 4.95, 4.95), 'Net_0.580kg*3.20/kg_R988': (1, 1.86, 1.86)}		51.08	{}	0
989	2016-12-21	12:19:00	bagel_corner	41_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000			{'1_MENU_CHEDDAR_R989': (1, 8.9, 8.9), '1_SPRITE_R989': (1, 0.0, 0.0), '1_MUFFIN_MYRTILLE_R989': (1, 0.0, 0.0)}		8.9	{}	0
99	2017-01-10	14:20:04	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'GENOISE_FRAMBOISE_R99': (1, 1.16, 1.16), 'MILKA_MCX_DAIM_R99': (1, 2.05, 2.05)}	2	3.21	{'paiementintermediaire705': (20.21, 'ESPECES', 17.0)}	3.21
984	2016-12-18	15:06:00	Starbucks_Rue_Brea_17360	21_rue_de_Brea_75006_Paris	Paris	75006			{'Chvs_(V)_R984': (1, 5.45, 5.45), 'Latte_No_Cr_(V)_R984': (1, 5.75, 5.75), '1,02_Taxes_R984': (1, 11.2, 11.2), 'Monnaie_a_rend_R984': (1, 0.0, 0.0)}		11.2	{'paiementintermediaire702': (11.2, 'Carte De Crédit', None)}	11.2
985			MR_BRICOLAGE_SAINTES						{'FRF_R985': (1, 101.02, 101.02)}		15.4	{'paiementintermediaire703': (15.4, ' CARTE AUTO EU? SOIT EUR', None)}	15.4
986	2016-12-17	15:32:00	LEROY_MERLIN_PUILBOREAU				05.46.68.32.32		{'H_3276004124265_R986': (1, 15.2, 15.2)}		15.2	{'paiementintermediaire704': (15.2, 'CARTE BANCAIRE 000417', None)}	15.2
990	2016-12-17	16:30:00	GAMM_VERT_–_TONNAY_CHARENTE_SARL_DISTRIVERT	ZAC_DE_LA_VARENNE_17430_TONNAY_CHARENTE	TONNAY_CHARENTE	17430	05.46.88.40.23		{'116121_CHAINE_3/8P_1._R990': (1, 0.0, 0.0), '117331_LIME_D4MM_F9344_R990': (1, 5.6, 5.6), '101087_COTES_DE_BORDEA_R990': (1, 3.6, 3.6), '99152_PECHARMANT_ETIQ_R990': (1, 5.95, 5.95)}		48.0	{'paiementintermediaire706': (48.0, 'CARTE BLEUE', None)}	48.0
996		13:40:00	BOUCHERIE_PHILIBERTINE				02_40_78_71_14		{}			{}	0
997			Joël_JOLY_CHARCUTERIE_TRAITEUR	CHARCUTERIE_TRAITEUR_44310_ST_PHILBERT_DE_G/	ST_PHILBERT_DE_G/	44310	02.40.78.71.09		{}		3.51	{}	0
998		12:28:00	BOUCHERIE_D’ANTAN	8_rue_Nationale_17220_LA_JARNE	LA_JARNE	17220	05_46_27_20_89		{'12_BOUCHERIE_R998': (1, 12.67, 12.67)}		12.67	{'paiementintermediaire710': (12.67, ' CARTE BLEUE', None)}	12.67
999		16:22:00	PHARMACIE_DU_MARCHE	5_Rue_Pas_du_Minage_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.41.29.62		{'1xDOLIPRANETABS_1_000_MG_CP_R999': (1, 2.1, 2.1), '1xDOLIPRANETABS_500MG_CPR_1_R999': (1, 2.1, 2.1), '1xCICALFAlE_AVENE_LOTION_FL_R999': (1, 8.35, 8.35)}		12.55	{'paiementintermediaire711': (12.55, 'CARTE Pt CB', None)}	12.55
991	2016-12-31	15:14:07	NOZ_NOZ_ST_JEAN_D’ANGELY				02.43.01.56.66		{'SX_SEYCH2EN_1._R991': (1, 3.99, 3.99), 'BLOC_WC_FOREST_40G_R991': (1, 0.7, 0.7), '_T_0_T_A_L_(_3)_R991': (1, 5.39, 5.39)}			{'paiementintermediaire707': (5.39, 'ESPECES', None)}	5.39
992	2016-12-08		Netto	ZAC_DE_BEAULIEU_17138_PUILBOREAU	PUILBOREAU	17138	05.46.68.08.77		{'NETTO_SIROP_FRAMBOIS_R992': (1, 2.25, 2.25), 'NETTO_SAC_POUBELLE_2_R992': (1, 1.19, 1.19), 'ADHESIF_TRANSPARENT_R992': (1, 1.45, 1.45), 'NETTO_MOULINE_LEG.VA_R992': (1, 1.22, 1.22), 'A_5.50_3.29_0.18_R992': (1, 3.47, 3.47), 'B_20.00_2,20_0,44_R992': (1, 2.64, 2.64)}		1.22	{'paiementintermediaire708': (6.11, 'CB SANS CONTACT', None)}	6.11
994	2016-12-21	15:28:00	LA_HALL	10_BEAULIEU_2000_17138_PUILBOREAU	PUILBOREAU	17138	546680705		{}		89.98	{'paiementintermediaire709': (89.98, 'Carte Bancaire :', None)}	89.98
995	2016-12-16		0_SAISONS				09.53.76.56.30		{}		1.75	{}	0
689	2017-03-03	16:51:00	419_–_PICARD_SURGELES_SAS	52_COURS_DU_MAR._LECLERC_17100_SAINTES	SAINTES	17100	546917475		{'12_min-moelleux_R689': (1, 6.5, 6.5), 'C.ricotta_350g_R689': (1, 3.3, 3.3), '2_Clafouti_tom_R689': (1, 3.5, 3.5), 'VI_5.5__12,61_0,69_R689': (1, 13.3, 13.3)}		13.3	{'paiementintermediaire558': (13.3, 'CB sans contact', None)}	13.3
692	2017-02-24	17:07:00	HYPER_U_Coop_Atlantique	Route_de_Nantes_/_BP_133_17285_Puilboreau_Cedex	Puilboreau_Cedex	17285	05_46_68_03_22		{'NECTAR_OR./PECH./ABRI.BIO_1.5L_R692': (1, 1.78, 1.78), 'VOLVIC_JUICY_FRAISE_1.5L_R692': (1, 1.24, 1.24), 'COUPE_GRIFFE_R692': (1, 3.8, 3.8), 'MULTICROQ.CHATON_POULET_U_2KG_R692': (1, 2.86, 2.86), 'YAOURT_GRECQUE_BIO_VRAI_2X125G_R692': (1, 2.57, 2.57), 'MN_CHEVRE_FRAIS_15_COUP_6X20G_R692': (1, 2.1, 2.1), 'FR.PAS.CHEV.PYRAMIDE_11U_150G_R692': (1, 1.45, 1.45), 'TARTE_FINE_PLT_ROTI_TOMAT.250G_R692': (1, 4.3, 4.3), '280G_ST_JAC.F0ND.P0IR_R692': (1, 4.11, 4.11), 'EMINCES_PLT/DUO_PUREES_FM_300G__R692': (1, 3.28, 3.28), 'MADELEINET.CHOC_NOIR_R692': (1, 2.29, 2.29), 'MADEL.CHOC.NOIR_R692': (1, 1.66, 1.66), 'BAGUETTES_FENDUES_R692': (1, 1.26, 1.26)}	15	35.09	{'paiementintermediaire561': (35.09, 'CARTE BANCAIRE EUR', None)}	35.09
69	2016-02-17	16:38:56	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'PET_6?1.5L_EAU_MIN_R69': (1, 3.54, 3.54)}	1	3.54	{'paiementintermediaire559': (3.54, 'ESPECES', None)}	3.54
690	2017-03-09	13:22:15	FACTURE_Restaurant_McDonald’s_Saintes	3_Bis_Rue_de_Voiville_17100_Saintes	Saintes	17100			{'1_B0_280_Chevre_8.00_R690': (1, 8.0, 8.0)}			{'paiementintermediaire560': (8.0, 'CB', None)}	8.0
691	2016-12-28	18:33:00	343_–_PICARD_SURGELES_SAS	130_RUE_DU_FAUBOURG_DE_BOURGOGNE_45000_ORLEANS	ORLEANS	45000	238520892		{'Risotto_cepes_R691': (1, 3.2, 3.2), 'Colin_provencal_R691': (1, 2.95, 2.95), 'Gnocchis_pesto_R691': (1, 2.85, 2.85), 'Hache_Pi_x10_5_R691': (1, 10.75, 10.75), 'Chili_Carne_FE_R691': (1, 2.0, 2.0), 'Tartiflette_FE_R691': (1, 2.0, 2.0), 'Poulet/pate_FE_R691': (1, 1.8, 1.8), 'F._merlu_400g_R691': (1, 6.95, 6.95), 'Trio_riz_camar_R691': (1, 2.9, 2.9), 'Riz_italienne_R691': (1, 2.7, 2.7), 'Riz_basma_leg_R691': (1, 2.45, 2.45), 'Filet_poulet_1k_R691': (1, 12.95, 12.95), 'V1_5.5__58,77_3,23_R691': (1, 62.0, 62.0)}		62.0	{}	0
695	2016-12-27	18:37:00	A_L_D_I						{'ROCHERS_4X35G_NOIR_R695': (1, 0.99, 0.99), 'R-TOMATE/CHOUX_FARCI_900G_R695': (1, 2.89, 2.89), 'FROMAGE_CHEVRE_FRAIS_R695': (1, 1.79, 1.79), 'COMPTANT_R695': (1, 10.07, 10.07), 'RETOUR_R695': (1, 4.4, 4.4), 'B_5.50_4,44_0,24_R695': (1, 4.68, 4.68), 'C_20.00_0,83_0,16_R695': (1, 0.99, 0.99)}		5.67	{}	0
693	2017-03-11	16:29:00	HYPER_Coop_Atlantique	Route_de_Nantes_/_BP_133_17285_Puilboreau_Cedex	Puilboreau_Cedex	17285	08_16_124418		{'NECTAR_OR./PECH./ABRL.BIO_1.5L_R693': (1, 1.78, 1.78), 'MN_CHEVRE_FRAIS_15_COUP.6X20G_R693': (1, 2.15, 2.15), 'TIRANISU_SPECULOOS_USAV.2X100G__R693': (1, 2.05, 2.05), 'OEUFS_GROS_CALIBRE_BIO_LOUE_X4_R693': (1, 1.84, 1.84), 'FR.PAS.CHEV.PYRAMIDE_11U_1500_R693': (1, 1.45, 1.45), 'CREME_FR.EP._15_BRIDELICE_10CL_R693': (1, 0.56, 0.56), 'X20_SAC_P0UBEL.U.RES.30L_H.BAG_R693': (1, 2.39, 2.39), 'LIQ.VAISS.FRAMB.RAINETT_500ML_R693': (1, 1.58, 1.58), 'X25_SAC.P._15L_BLC_VANILLE_R693': (1, 1.45, 1.45), 'MANGEOIRE_INOX_P/CHAT_R693': (1, 4.1, 4.1), 'CHOCO.NR_NESTLE_DESSERT_2X205G__R693': (1, 3.81, 3.81), '60G_CRISPY_CRUNCH_COEUR_SAUMON_R693': (1, 2.5, 2.5), 'AUBEROIN.CASSEGRAIN_1/4_R693': (1, 2.02, 2.02), 'RATATOUILLE_1/4_R693': (1, 2.02, 2.02), 'ASPERGES_VERTES_EN_BOCAL_R693': (1, 1.79, 1.79), 'DELICES_4VAR.POISSON_R693': (1, 1.32, 1.32), 'MADELEINET.CHOC_NOIR_R693': (1, 2.29, 2.29), 'MADEL.CHOC.NOIR_R693': (1, 1.66, 1.66), 'BAGUETTES_FENDUES_R693': (1, 1.26, 1.26), 'FLT_LIEU_RIS0T.T0M.BAS.FM.280G_R693': (1, 4.64, 4.64), 'GALETTE.SARRASIN_SS_GLUTEN_X4_R693': (1, 2.32, 2.32), 'JBON_SC_LABEL_ROUGE_FM_2TR_80G_R693': (1, 1.99, 1.99), 'BETTERAVES_ROUGES_U_BIO_200G__R693': (1, 1.69, 1.69), 'PAIN_CHOCOLAT_PB_SELECTION_X2_R693': (1, 1.2, 1.2)}	29	55.92	{'paiementintermediaire562': (55.92, 'CARTE BANCAIRE EUR', None)}	55.92
696	2017-03-16	18:37:00	PATAPAIN	25_Avenue_Joseph_SOULAS_45800_ST_JEAN_DE_BRAYE	ST_JEAN_DE_BRAYE	45800			{'Pain_tourne_Origine_R696': (1, 2.9, 2.9)}		2.9	{}	0
697	2017-01-07	12:13:00	E.Leclerc_SAS_CHECY_DISTRI.	RUE_ALFRED_kASTLER_45430_CHECY	CHECY	45430	02.38.46.55.50		{'GALLIAGEST_2EME_AGE,9OOG_R697': (1, 14.38, 14.38), 'P_TIT_GOURMAND_VANILLE._12X100G_R697': (1, 4.13, 4.13), 'P_TIT_GOURMAND_SEMOULE._12X1OOG_R697': (1, 1.24, 1.24), 'P’TIT_GOURMAND_CHOCOLAT.12X100_R697': (1, 1.24, 1.24), 'BEURRE_TENDRE_DOUX_PRESIDENT_R697': (1, 2.01, 2.01), 'JUS_PAMPLEMOUS.ROSE_TR0PICANA1_R697': (1, 1.95, 1.95), '3ESC.DINDE_EXTRA_FINE_UOLANDRY_R697': (1, 4.63, 4.63), 'BODY_ML_X7_FILLE_P_12M.1P_R697': (1, 9.9, 9.9), '2_TETINES_+12M_PETIT_DEJ_AIR_C_R697': (1, 2.9, 2.9), 'GOUPILLON_2EN1_COL_LARGE_XXL_R697': (1, 2.9, 2.9), 'REH_BAS_RENOJUNIOR_BOX_R697': (1, 5.9, 5.9), 'BAVOIR_X2_1_IMP+_1_UNI_R697': (1, 5.5, 5.5), 'COUVERTS_INOX_CUIL+FOURCH+COUT_R697': (1, 3.95, 3.95), 'Bon_immediat_R697': (1, 3.72, 3.72), 'Reste_R697': (1, 76.67, 76.67), 'P’TIT_GOURMAND_VANILLE.12X1OOG_R697': (1, 1.24, 1.24)}		3.72	{'paiementintermediaire563': (76.67, 'CB', None)}	76.67
698			SSP_France_BRIOCHE_DOREE						{'1_Bag_Poulet_R698': (1, 5.1, 5.1), 'TTL_Net_R698': (1, 4.64, 4.64), 'Reglement_R698': (1, 5.1, 5.1)}		5.1	{}	0
70	2016-12-13	21:20:31	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CH.C.DUCHENE_BRUT_R70': (1, 21.3, 21.3)}	1	21.3	{'paiementintermediaire564': (21.3, 'CARTE BANCAIRE EMV EUR', None)}	21.3
700	2017-03-29	18:59:00	343_–_PICARD_SURGELES_SAS	130_RUE_DU_FAUBOURG_DE_BOURGOGNE_45000_ORLEANS	ORLEANS	45000	238520892		{'Tartiflette_FE_R700': (1, 2.0, 2.0), 'Filet_poulet_1k_R700': (1, 10.35, 10.35), 'Escalopes_dinde_R700': (1, 12.4, 12.4), 'V1_5.5__50,95_,_2,80_R700': (1, 53.75, 53.75)}		53.75	{'paiementintermediaire565': (53.75, 'CB', None)}	53.75
702	2047-03-24	16:49:00	ZARA				05.46.56.58_50		{'T_P_2000_T_1_25.99_R702': (1, 25.99, 25.99)}		25.99	{'paiementintermediaire566': (25.99, 'EMV AXIS EUR', None)}	25.99
703			LES_SERRES_DES_ANGLOIS				06_26_18_21_22		{}		183.54	{}	0
709	2017-03-18	11:34:00	LA_HALLE	10_BEAULIEU_2000_17138_PUILBOREAU	PUILBOREAU	17138	546680705		{}		15.0	{'paiementintermediaire570': (15.0, 'Carte Bancaire :', None)}	15.0
71	2016-12-16	12:55:11	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'PIM’S_FRAMBOISE_LU_R71': (1, 1.31, 1.31), 'SALADE_PLT_EPICE_R71': (1, 4.42, 4.42)}	2	5.73	{'paiementintermediaire571': (5.73, 'CB EMV SANS CONTACT EUR', None)}	5.73
710	2017-03-18	12:23:00	entreprise1	12_AVENUE_DU_11_NOVEMBRE_17138_PUILBOREAU	PUILBOREAU	17138			{'OLIVE_CASSEES_AIL_R710': (1, 5.0, 5.0), 'POISSONNERIE_PESEE_R710': (1, 26.06, 26.06), 'Ote:_1_R710': (1, 26.06, 26.06)}		31.06	{'paiementintermediaire572': (31.06, 'Carte bancaire', None)}	31.06
704		12:37:05	AUCHAN_SAINT-JEAN				088037_0012		{'04_ANANAS_EN_MORCEAU_R704': (1, 3.26, 3.26), '02_*BQ_300G_RIZ_SAUTE_AU_POUL_R704': (1, 6.9, 6.9)}		10.16	{}	0
705	2017-02-23	14:47:00	BIOCOOP_REGAIN_				05_46_42_05_03		{}		69.96	{'paiementintermediaire567': (69.96, 'CARTE CREDIT Euro', None)}	69.96
706	2817-03-31	18:26:00	eni_SARL_DILLEN_STATION_ENI	AIRE_DE_MEUNG_SUR_LOIRE_A10_45190_MESSAS	MESSAS	45190	195110638		{'SDW_LE_MEGA_POULET_4__R706': (1, 4.9, 4.9)}		1.38	{'paiementintermediaire568': (17.6, 'Carte bancaire €', None)}	17.6
707			BOUCHERIE_D_ANTAN	ROUTE_NATIONALE_17220_LA_JARNE	LA_JARNE	17220			{}		56.29	{}	0
708	2017-03-15		Intermarché	VILLENEUVE_LES_SALINES_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.34.87.47		{'ELEPH_BROSSE_VAISS._R708': (1, 2.69, 2.69), 'ELE.TAPIS_ESSUIE-PIE_R708': (1, 10.15, 10.15), 'B_20.00_12,94_2,59_R708': (1, 15.53, 15.53)}		15.53	{'paiementintermediaire569': (15.53, 'CB EMV', None)}	15.53
711	2017-03-25	10:59:00	ROBOCOOP_REGAIN				05_46_42_05_03		{}		13.53	{}	0
712			LES_SERRES_DES_ANGLOIS				06_26_18_21_22		{}		179.99	{}	0
714	2017-03-18	12:10:35	L_Eau_Vive_DU_LUNDI_AU_SAMEDI	C/C_de_BEAULIEU_17138_PUILBOREAU	PUILBOREAU	17138	05.46.35.75.02		{'27193_POKI_BIO_4_PARFUMS_8_R714': (1, 6.4, 6.4), '27192_POKI_BIO_POIRE_8x900_R714': (1, 6.4, 6.4), '10400_COOL_FRUIT_POM/PECH/_R714': (1, 3.25, 3.25), '28586_GOURDES_POM_FRAISE_4_R714': (1, 3.05, 3.05), '17257_CAFE_SELECTIO_GR_500_R714': (1, 7.65, 7.65), '18081_GRAINES_DE_CHIA_250_R714': (1, 2.95, 2.95), '13558_DESSERT_BREBIS_CHOCO_R714': (1, 1.18, 1.18), '16557_DESSERT_BREBIS_VANIL_R714': (1, 1.18, 1.18), '19318_FARINE_NOIX_COCO_400_R714': (1, 5.9, 5.9), '11394_POIRE_GUYOT_R714': (1, 3.45, 3.45), '4904_BANANES_R714': (1, 2.19, 2.19)}		52.26	{'paiementintermediaire573': (52.26, 'Carte Bancaire EUR', None)}	52.26
718	2017-03-06	16:45:00	l’heure_au_marché				05_46_28_18_18		{'POISSONNERIE_PESEE_R718': (1, 9.27, 9.27), 'Ote:_1_R718': (1, 9.27, 9.27)}		9.27	{'paiementintermediaire576': (9.27, 'Carte bancaire', None)}	9.27
719	2017-04-01	10:31:00	Jardinerie_de_l‘_Océan				05.46.35.30.14		{'X_R719': (1, 87.4, 87.4), 'Terreau_Bio_Actif_40L_Secret_R719': (1, 10.5, 10.5), 'Vivace_(godet_noir)_R719': (1, 23.6, 23.6), 'Vivace_R719': (1, 8.0, 8.0), 'Vivace_(godet_rouge)._R719': (1, 21.0, 21.0), 'Azale_japonaise_R719': (1, 17.5, 17.5), 'Bulbes_categorie_A_R719': (1, 6.8, 6.8), '8.30_H_12.00_H_14.00_H_R719': (1, 18.3, 18.3)}			{}	0
72	2016-12-15	17:55:12	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'4T_JAMB_SUP.TSR_R72': (1, 2.51, 2.51), 'BAGUETTE_250G_R72': (1, 0.84, 0.84), 'COOKIES_SENSATION_R72': (1, 2.73, 2.73)}	3	6.08	{'paiementintermediaire577': (6.08, 'CB EMV SANS CONTACT EUR', None)}	6.08
715	2017-03-06	17:05:00	*_BIOCOOP_REGAIN_**	27_AVENUE_LAGORD_VENDOME_17140_LAGORD_–_TEL_	LAGORD_–_TEL_	17140	05.46.67.50.23		{}		71.11	{'paiementintermediaire574': (71.11, 'CARTE CREDIT Euro', None)}	71.11
716	2017-03-25	10:25:00	l_heure_du_marché	Avenue_des_Fourneaux_17690_ANGOULINS	ANGOULINS	17690	05_46_28_18_18		{'OLIVE_VERTES_DENOY._VRAC_R716': (1, 4.57, 4.57), 'POISSONNERIE_PESEE_R716': (1, 20.2, 20.2), 'Qte:_1_R716': (1, 20.2, 20.2)}		24.77	{'paiementintermediaire575': (24.77, 'Carte bancaire', None)}	24.77
722	2017-01-20	20:33:00	HYPERU_Coup_Atlantique				05_46_93_32_70		{'MADELEINET.CHOC_NOIR_R722': (1, 2.29, 2.29), 'MADEL.CHOC.NOIR_R722': (1, 1.66, 1.66), 'JBON_CRU_DENTEL.AOSTE_120GENV_R722': (1, 4.24, 4.24), 'PETIT_PAVE_CND_DOUCE_FRANCE_X2_R722': (1, 4.0, 4.0), 'COURONNE_NATURE_315G__R722': (1, 3.95, 3.95), 'PAIN_CHOCOLAT_PB_SELECTION_X2_R722': (1, 1.2, 1.2), 'JB_INFUSION_THYM_MENTHE_BIO30G__R722': (1, 2.38, 2.38), 'COMP.4P0M/FRSE+4P/FRAMB.S/S_R722': (1, 1.99, 1.99), 'MONSTER_MUNCH_KETCHUP_85G_R722': (1, 1.08, 1.08), 'RAPE_CHEVRE_NAT.LP_33.9_150G__R722': (1, 2.38, 2.38), 'HN_CHEVRE_FRAIS_15_COUP.6X20G_R722': (1, 2.1, 2.1), 'TIRAMISU_SPECULOOS_USAV.2X100G__R722': (1, 2.05, 2.05), '10CL_CREME_FRAICHE_R722': (1, 0.62, 0.62), 'ALIGOT_L’AUBRAC_U_SAV.X6_500G__R722': (1, 5.39, 5.39), 'SAUMN_PUREE_BRO_300G_R722': (1, 3.48, 3.48), 'GNOCCHI_POELER_M0ZZA.TOMA.280G__R722': (1, 2.4, 2.4), 'BETTERAVES_ROUGES_U_BI0_200G__R722': (1, 1.69, 1.69), 'GATEAU_FOND.CHOCO.DAUNAT_908_R722': (1, 1.65, 1.65), 'NECTAR_OR./PECH./ABRI.BIO_1,5L_R722': (1, 1.78, 1.78), 'HACHE_THON_PROVENCALE_U_200G__R722': (1, 2.95, 2.95), 'COMPOTEE_LEGUMES_FINDUS_400G__R722': (1, 2.95, 2.95), 'CHAMPIGNON_BLANC_PIED_COUPE_R722': (1, 0.4, 0.4), 'POTIMARRON_R722': (1, 2.99, 2.99), 'POMME_DE_TERRE_ILE_DE_RE_R722': (1, 1.0, 1.0), 'CAROTTE_R722': (1, 0.1, 0.1), 'MICHELIN_DEGIVRANT_300ML_R722': (1, 3.99, 3.99)}	27	61.81	{'paiementintermediaire578': (61.81, 'CARTE BANCAIRE EUR', None)}	61.81
